,ip,finger,hash,name,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,castingStat,choices,country,countryCode,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup,alias,class_main,multiclass
35,,77dd74e,3bc763469b1ae21842e6a94f84133133,7f8aee6b,Rock Gnome,Sage,2020-03-09T19:15:59Z,Wizard 20,Wizard,School of Illusion,20,Tough|Mage Slayer|War Caster,182,12,8,14,18,24,11,17,,Arcana|History|Investigation|Insight|Perception|Deception,Quarterstaff|Ray Of Frost,Presdidigitation*0|Mage Hand*0|Minor Illusion*0|Message*0|Ray Of Frost*0|Magic Missle*1|Shield*1|Sleep*1|Mage Armor*1|Illusory Script *1|Comprehend Languages *1|Identify *1|Detect Magic*1|Disguise Self*1|Expeditious Retreat *1|Feather Fall *1|Invisibility *2|Misty Step*2|Web*2|Spider Climb*2|Hold Person *2|Ray Of Enfeeblement*2|Fireball*3|Hypnotic Pattern*3|Major Image*3|Enemies Abound*3|Leomunds Tiny Hut*3|Counterspell*3|Lightning Bolt *3|Tongues *3|Sending *3|Outilukes Resilient Sphere*4|Polymorph*4|Dimension Door*4|Confusion*4|Phantasmal Killer*4|Animate Objects*5|Dominate Person*5|Legend Lore *5|Seeming *5|Modify Memory *5|Wall Of Force *5|Passwall*5|Hold Monster *5|Programmed Illusion *6|Mass Suggestion *6|Chain Lightning *6|Disintegrate *6|Plane Shift *7|Forcecage *7|Prismatic Spray*7|Dominate Monster *8|Antimagic Field *8|Feeblemind *8|Weird*9|Meteor Swarm *9,Int,,Canada,CA,,,,Gnome,Prestidigitation*0|Mage Hand*0|Minor Illusion*0|Message*0|Ray of Frost*0|Magic Missile*1|Shield*1|Sleep*1|Mage Armor*1|Illusory Script*1|Comprehend Languages*1|Identify*1|Detect Magic*1|Disguise Self*1|Expeditious Retreat*1|Feather Fall*1|Invisibility*2|Misty Step*2|Web*2|Spider Climb*2|Hold Person*2|Ray of Enfeeblement*2|Fireball*3|Hypnotic Pattern*3|Major Image*3|Enemies Abound*3|Leomund's Tiny Hut*3|Counterspell*3|Lightning Bolt*3|Tongues*3|Sending*3|Otiluke's Resilient Sphere*4|Polymorph*4|Dimension Door*4|Confusion*4|Phantasmal Killer*4|Animate Objects*5|Dominate Person*5|Legend Lore*5|Seeming*5|Modify Memory*5|Wall of Force*5|Passwall*5|Hold Monster*5|Programmed Illusion*6|Mass Suggestion*6|Chain Lightning*6|Disintegrate*6|Plane Shift*7|Forcecage*7|Prismatic Spray*7|Dominate Monster*8|Antimagic Field*8|Feeblemind*8|Weird*9|Meteor Swarm*9,Quarterstaff|,19-20,silly_heisenberg,Wizard,False
36,fe6a0db,dfa9438,9db89a1c2df98d839bb95fbb4337ffa1,65598141,Fire Genasi,Hermit,2019-12-31T20:40:46Z,Druid 20,Druid,Circle of the Moon,20,,203,14,15,17,20,18,20,14,,Nature|Religion|Animal Handling|Medicine,Quarterstaff|Scimitar,,Wis,,,,,,,Genasi,,Quarterstaff|Scimitar,19-20,dreamy_ramanujan,Druid,False
37,fe6a0db,dfa9438,c4859de3f51355111d33c17c231b1f1f,05b7f0c0,Kenku,Acolyte,2019-12-31T18:01:13Z,Cleric 20,Cleric,Life Domain,20,Healer|Linguist,180,18,11,11,16,14,16,11,,Acrobatics|Sleight of Hand|Religion|Insight|Medicine|Persuasion,"Mace|Crossbow, light",Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5,Wis,,,,,,,Kenku,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5,"Mace|Crossbow, Light",19-20,sharp_wozniak,Cleric,False
38,fbbc565,acf7615,0ca83c2f792caad71a28e27264c82a3e,3ad4efc7,Triton,Haunted One,2019-12-18T22:30:54Z,Warlock 20,Warlock,The Great Old One,20,Spell Sniper,206,14,20,18,20,10,12,20,,Arcana|Investigation|Religion|Survival,Trident,,Cha,eldritch invocations/Armor of Shadows*Agonizing Blast*Devil's Sight*Improved Pact Weapon*Thirsting Blade*Minions of Chaos*Thief of Five Fates*Shroud of Shadow|pact boon/Pact of the Blade,,,,,,Triton,,Trident,19-20,gallant_shtern,Warlock,False
39,771e3c1,acf7615,a425e37f4210bee779f131cb07ef05a3,714b10ec,Triton,Mercenary Veteran,2019-12-15T17:39:15Z,Monk 20,Monk,Way of the Kensei,20,,157,19,20,20,15,11,18,13,,Athletics|Acrobatics|Stealth|Persuasion,Unarmed Strike|Longbow|Trident,,Wis,,,,,,,Triton,,Unarmed Strike|Longbow|Trident,19-20,nervous_gagarin,Monk,False
40,1c797fe,dbb4eaa,401ef00cd4e04844a75d4ca084e7b309,c8090ffe,Goliath,Noble,2019-12-08T12:31:07Z,Paladin 20,Paladin,Oath of Conquest,20,,279,20,29,18,24,18,18,20,,Athletics|History|Persuasion,Warhammer|Javelin,Armor of Frost*1|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3|Dominate Beast*4|Stoneskin*4|Cloudkill*5|Dominate Person*5,Cha,fighting style/Dueling,United States,US,,,,Goliath,*|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3|Dominate Beast*4|Stoneskin*4|Cloudkill*5|Dominate Person*5,Warhammer|Javelin,19-20,boring_thompson,Paladin,False
41,1c797fe,dbb4eaa,a23fadd72194c1310cf071000cd937a8,536ffe96,Human,Sailor,2019-12-08T11:48:23Z,Barbarian 20,Barbarian,Path of the Storm Herald,20,Polearm Master|Tough,301,22,24,17,24,13,16,12,,Athletics|Animal Handling|Perception|Survival,Glaive|Javelin|Javelin,,Int,,United States,US,,,,Human,,Glaive|Javelin|Javelin,19-20,reverent_keldysh,Barbarian,False
42,866b531,6cc1b03,beba19fcc2b0721c977926d9b5323d1c,ba6592c6,Half-Orc,Sailor,2019-11-26T07:18:59Z,Warlock 20,Warlock,The Great Old One,20,War Caster|Actor|Observant,202,13,20,13,18,14,15,17,,Athletics|Arcana|Investigation|Perception|Deception|Intimidation|Persuasion,Falchion (Scimitar)|Eldritch Blast,Chill Touch*0|Eldritch Blast*0|Mage Hand*0|Minor Illusion (Distraction)*0|Poison Spray*0|Prestidigitation (Trick)*0|True Strike (Targets Stats)*0|Charm Person*1|Comprehend Languages*1|Dissonant Whispers*1|Expeditious Retreat*1|Hellish Rebuke*1|Hideous Laughter*1|Illusory Script*1|Protection from G and E*1|Unseen Servant*1|Darkness*2|Detect Thoughts*2|Enthrall*2|Hold Person*2|Invisibility*2|Mirror Image*2|Misty Step*2|Phantasmal Force*2|Ray Of Enfeeblement*2|Shatter*2|Spider Climb*2|Suggestion*2|Clairvoyance*3|Counterspell*3|Dispel Magic*3|Fear*3|Fly*3|Gaseous Form*3|Hypnotic Pattern*3|Magic Circle*3|Major Image*3|Remove Curse*3|Sending*3|Touch*3|Vampiric Touch*3|Banishment*4|Black Tentacles*4|Blight*4|Dimension Door*4|Dominate Beast*4|Hallucinatory Terrain*4|Contact Other Plane*5|Dominate Person*5|Dream*5|Hold Monster*5|Scrying*5|Telekinesis*5,Cha,pact boon/Pact of the Blade|eldritch invocations/Mask of Many Faces*Beguiling Influence*Thirsting Blade*Eldritch Smite*Improved Pact Weapon*Lifedrinker*Repelling Blast*Gift of the Depths,,,,,,Half-Orc,Chill Touch*0|Eldritch Blast*0|Mage Hand*0|Minor Illusion*0|Poison Spray*0|Prestidigitation*0|True Strike*0|Charm Person*1|Comprehend Languages*1|Dissonant Whispers*1|Expeditious Retreat*1|Hellish Rebuke*1|Tasha's Hideous Laughter*1|Illusory Script*1|*|Unseen Servant*1|Darkness*2|Detect Thoughts*2|Enthrall*2|Hold Person*2|Invisibility*2|Mirror Image*2|Misty Step*2|Phantasmal Force*2|Ray of Enfeeblement*2|Shatter*2|Spider Climb*2|Suggestion*2|Clairvoyance*3|Counterspell*3|Dispel Magic*3|Fear*3|Fly*3|Gaseous Form*3|Hypnotic Pattern*3|Magic Circle*3|Major Image*3|Remove Curse*3|Sending*3|Tongues*3|Vampiric Touch*3|Banishment*4|Evard's Black Tentacles*4|Blight*4|Dimension Door*4|Dominate Beast*4|Hallucinatory Terrain*4|Contact Other Plane*5|Dominate Person*5|Dream*5|Hold Monster*5|Scrying*5|Telekinesis*5,Scimitar|,19-20,lucid_zhukovsky,Warlock,False
43,1c797fe,5040c80,9a1c489eb6a9b08e3f7d5df56333032a,58b49923,Triton,Charlatan,2019-09-29T11:13:51Z,Warlock 20,Warlock,The Great Old One,20,Spell Sniper,209,13,10,17,20,10,11,20,,Sleight of Hand|Arcana|Religion|Deception,Dagger,,Cha,eldritch invocations/Agonizing Blast*Devil's Sight*Fiendish Vigor*Sculptor of Flesh*Ghostly Gaze*Shroud of Shadow*Minions of Chaos|pact boon/Pact of the Tome,United States,US,,,,Triton,,Dagger,19-20,vibrant_wu,Warlock,False
44,a55090c,,8908380455da910fe72ce894afdb0fb1,37409fd0,Half-Elf,Acolyte,2019-09-27T13:59:37Z,Paladin 20,Paladin,Oath of Vengeance,20,,255,24,20,14,20,14,15,20,CN,Athletics|Arcana|Religion|Insight|Persuasion,Longsword|Longsword|Longsword|Sparky Sparky Boom Boom,Bane*1|Hunter’s Mark*1|Divine Favor*1|Sheild Of Faith*1|Thunderous Strike*1|Wrathful Strike*1|Hold Person*2|Misty Step*2|Branding Smite*2|Find Steed*2|Locate Object*2|Zone Of Truth*2|Haste*3|Protection from Energy*3|Remove Curse*3|Revivify*3|Banishment*4|Dimension Door*4|Staggering Strike*4|Death Ward*4|Hold Monster*5|Scrying*5|Geas*5|Raise Dead*5,Cha,fighting style/Protection,,,CN,,,Half-Elf,Bane*1|Hunter's Mark*1|Divine Favor*1|Shield of Faith*1|Thunderous Smite*1|Wrathful Smite*1|Hold Person*2|Misty Step*2|Branding Smite*2|Find Steed*2|Locate Object*2|Zone of Truth*2|Haste*3|Protection from Energy*3|Remove Curse*3|Revivify*3|Banishment*4|Dimension Door*4|Staggering Smite*4|Death Ward*4|Hold Monster*5|Scrying*5|Geas*5|Raise Dead*5,Longsword|Longsword|Longsword|,19-20,frosty_beaver,Paladin,False
45,b9d349b,8d2f3ca,1e25ebeb7027ce72b933ecaef4539bba,84fe9184,Tiefling,Acolyte,2019-09-23T09:33:26Z,Paladin 20,Paladin,OathBreaker,20,,225,19,18,15,16,16,8,12,,Athletics|Religion|Insight|Intimidation,Battleaxe|Dagger,Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2|Animate Dead*3|Bestow Curse*3|Blight*4|Confusion*4|Contagion*5|Dominate Person*5,Cha,fighting style/Defense|tiefling variants menu/Winged,,,,,,Tiefling,Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2|Animate Dead*3|Bestow Curse*3|Blight*4|Confusion*4|Contagion*5|Dominate Person*5,Battleaxe|Dagger,19-20,flamboyant_mayer,Paladin,False
46,55dd254,1ad0adc,c4317ffa004bd3325226e49265abb74f,a3011876,Human,Custom,2019-09-18T21:30:54Z,Cleric 20,Cleric,Knowledge Domain,20,Alert|Observant|Keen Mind|Skilled|War Caster,303,32,16,18,30,23,46,32,,Athletics|Arcana|History|Nature|Religion|Animal Handling|Insight|Survival|Performance,Unstoppable Force|Tiamat's Rite,Guidance*0|Light*0|Mending*0|Toll The Dead*0|Word Or Radiance*0|Command*1|Identify*1|Bane*1|Bless*1|Shield Of Faith*1|Create Or Destroy Water*1|Cure Wounds*1|Healing Word*1|Augury*2|Suggestion*2|Gentle Repose*2|Warding Bond*2|Enhance Ability*2|Nondetection*3|Speak with Dead*3|Sending*3|Life Transference*3|Mass Healing Words*3|Animate Dead*3|Bestow Curse*3|Clairvoyance*3|Remove Curse*3|Arcane Eye*4|Confusion*4|Death Ward*4|Locate Creature*4|Banishment*4|Legend Lore*5|Scrying*5|Dispel Evil And Good*5|Planar Binding*5|Greater Restoration*5|Mass Cure Wounds*5|Hallow*5|Forbiddance*6|Heal*6|Heroes' Feast*6|Harm*6|Word Of Recall*6|Etherealness*7|Divine Word*7|Plane Shift*7|Regenerate*7|Resurrection*7|Wish*9|Gate*9|Mass Heal*9|True Resurrection*9,Wis,,,,,,,Human,Guidance*0|Light*0|Mending*0|Toll the Dead*0|Word of Radiance*0|Command*1|Identify*1|Bane*1|Bless*1|Shield of Faith*1|Create or Destroy Water*1|Cure Wounds*1|Healing Word*1|Augury*2|Suggestion*2|Gentle Repose*2|Warding Bond*2|Enhance Ability*2|Nondetection*3|Speak with Dead*3|Sending*3|Life Transference*3|Mass Healing Word*3|Animate Dead*3|Bestow Curse*3|Clairvoyance*3|Remove Curse*3|Arcane Eye*4|Confusion*4|Death Ward*4|Locate Creature*4|Banishment*4|Legend Lore*5|Scrying*5|Dispel Evil and Good*5|Planar Binding*5|Greater Restoration*5|Mass Cure Wounds*5|Hallow*5|Forbiddance*6|Heal*6|Heroes' Feast*6|Harm*6|Word of Recall*6|Etherealness*7|Divine Word*7|Plane Shift*7|Regenerate*7|Resurrection*7|Wish*9|Gate*9|Mass Heal*9|True Resurrection*9,|,19-20,quirky_heyrovsky,Cleric,False
47,55dd254,1ad0adc,8a86b986795ad98d6dc57c7a718a7225,8c6a5592,Dragonborn,Custom,2019-09-18T21:24:18Z,Fighter 20,Fighter,Champion,20,Grappler|Alert|Mobile|Dragon Hide|Tavern Brawler|Observant|Tough,444,37,30,30,38,21,20,20,,Athletics|History|Nature|Perception|Survival|Persuasion,Unarmed strike,,Int,fighting style/Dueling*Protection,,,,,,Dragonborn,,Unarmed Strike,19-20,laughing_tharp,Fighter,False
48,e22a6c1,3b286d7,5b7110bcacafe144245f08d51bd1e9e0,8b8c67a6,Dragonborn,Marine,2019-09-15T18:58:38Z,Monk 20,Monk,Way of the Sun Soul,20,Dragon Fear,200,20,10,20,15,10,20,14,,Athletics|Acrobatics|Stealth|Survival,Quarterstaff|Dart|Unarmed strike,,Int,,,,,,,Dragonborn,,Quarterstaff|Dart|Unarmed Strike,19-20,thirsty_knuth,Monk,False
49,af17e05,89b4c50,c39de8ad06ed9427165288c5f16b2519,fd8e44bd,Human,Noble,2019-09-06T05:32:40Z,Wizard 20,Wizard,School of Necromancy,20,Lucky|Tough|Magic Initiate|Skilled|Keen Mind,260,20,21,21,21,22,21,21,,History|Investigation|Religion|Perception|Deception|Intimidation|Persuasion,Dagger,Animate Dead*3|Counter Spell*3|Banishment*4|Wall Of Force*5|Disintegrate*6|Finger Of Death*7|Feeblemind*8|Powerword Kill*9,Int,,United States,US,,,,Human,Animate Dead*3|Counterspell*3|Banishment*4|Wall of Force*5|Disintegrate*6|Finger of Death*7|Feeblemind*8|Power Word Kill*9,Dagger,19-20,peaceful_merkle,Wizard,False
50,66f274d,eb08af4,a1a4a434bec930360583a0a6cd8b2958,48a333b2,Rock Gnome,Urban Bounty Hunter,2019-08-30T14:51:04Z,Monk 20,Monk,Way of the Drunken Master,20,Resilient|Grappler,125,16,15,20,12,10,12,13,Chaotic Good,Athletics|Acrobatics|Insight|Deception|Performance,Sickle|Dart|Unarmed Strike,,Int,,,,CG,,,Gnome,,Sickle|Dart|Unarmed Strike,19-20,condescending_sinoussi,Monk,False
51,66f274d,eb08af4,0acd6ba239ca1ff40aa21305b659f8e2,aa03e024,Half-Elf,Inheritor,2019-08-30T14:42:36Z,Paladin 20,Paladin,OathBreaker,20,Dual Wielder|Shield Master,163,16,14,15,15,11,8,19,Chaotic Good,Athletics|Arcana|Religion|Survival|Performance|Persuasion,"Longsword|Crossbow, Light",Hellish Rebuke (pg 250)*1|Inflict Wounds (pg 253)*1|Compell Duel (pg 224)*1|Sheild Of Faith (pg 279)*1|Crown of Madness*2|Darkness*2|Animate Dead*3|Bestow Curse*3|Blight*4|Confusion*4|Contagion*5|Dominate Person*5,Cha,fighting style/Defense,,,CG,,,Half-Elf,Hellish Rebuke*1|Inflict Wounds*1|Compelled Duel*1|*|Crown of Madness*2|Darkness*2|Animate Dead*3|Bestow Curse*3|Blight*4|Confusion*4|Contagion*5|Dominate Person*5,"Longsword|Crossbow, Light",19-20,goofy_ptolemy,Paladin,False
52,66f274d,eb08af4,cc5de0508fcc53e22415c30bb239d9ee,4ce7b24e,Tiefling,Charlatan,2019-08-30T14:30:39Z,Cleric 20,Cleric,Trickery Domain,20,Healer,103,13,10,12,10,14,19,18,Good,Sleight of Hand|Religion|Insight|Deception,"Mace|Crossbow, Light",Sacred Flame*0|Thaumaturgy*0|Charm Person *1|Disguise Self *1|Bane*1|Cure Wounds*1|Inflict Wounds*1|Mirror Image *2|Pass Without Trace *2|Spiritual Weapon*2|Blink*3|Dispel Magic*3|Dimension Door*4|Polymorph*4|Dominate Person*5|Modify Memory*5,Wis,,,,NG,,,Tiefling,Sacred Flame*0|Thaumaturgy*0|Charm Person*1|Disguise Self*1|Bane*1|Cure Wounds*1|Inflict Wounds*1|Mirror Image*2|Pass Without Trace*2|Spiritual Weapon*2|Blink*3|Dispel Magic*3|Dimension Door*4|Polymorph*4|Dominate Person*5|Modify Memory*5,"Mace|Crossbow, Light",19-20,nervous_swartz,Cleric,False
53,d495f54,7347707,d0aa820a04d36bcfa560cfcb18e8694b,5618d094,Firbolg,Folk Hero,2019-08-30T11:47:58Z,Ranger 20,Ranger,Beast Master,20,,124,16,16,19,11,12,18,9,Chaotic Good,Stealth|Nature|Animal Handling|Insight|Survival,"Shortsword|Longbow|Greatsword|Crossbow, Light",Goodberry*1|Hunters Mark*1|Speak With Animals*1,Wis,fighting style/Archery,,,CG,,,Firbolg,Goodberry*1|Hunter's Mark*1|Speak with Animals*1,"Shortsword|Longbow|Greatsword|Crossbow, Light",19-20,practical_jackson,Ranger,False
54,d495f54,7347707,2fe1af6643d56352b1657df6533174a7,a554350c,Half-Orc,Entertainer,2019-08-30T11:30:54Z,Bard 20,Bard,College of Glamour,20,Actor,123,12,16,12,13,10,13,20,Lawful Good,Athletics|Acrobatics|History|Intimidation|Performance|Persuasion,Quarterstaff|Dagger|Shortsword,Light*0|Vicious Mockery*0|Mage Hand*0|Charm Person*1|Healing Word*1|Hideous Laughter*1|Thunderwave*1|Detect Magic*1|Invisibility*2|Locate Object*2|*3,Cha,expertise/Persuasion*Performance*Intimidation*Acrobatics,,,LG,,,Half-Orc,Light*0|Vicious Mockery*0|Mage Hand*0|Charm Person*1|Healing Word*1|Tasha's Hideous Laughter*1|Thunderwave*1|Detect Magic*1|Invisibility*2|Locate Object*2|*,Quarterstaff|Dagger|Shortsword,19-20,jolly_chebyshev,Bard,False
55,d495f54,7347707,85f01ca370a3c7fcb267288ade23bd8f,4dfc11b0,Half-Orc,Knight,2019-08-30T11:18:12Z,Fighter 20,Fighter,Eldritch Knight,20,Mobile|Tough,224,14,20,14,16,12,14,9,Good,Athletics|History|Perception|Intimidation|Persuasion,Greatsword|Handaxe,Chill Touch*0|Ray Of Frost*0|Burning Hands*1|Mage Armor*1|Jump*1,Int,fighting style/Great Weapon Fighting,,,NG,,,Half-Orc,Chill Touch*0|Ray of Frost*0|Burning Hands*1|Mage Armor*1|Jump*1,Greatsword|Handaxe,19-20,recursing_wilson,Fighter,False
56,d495f54,7347707,54fac7ce598cc0b2d7ef41b8b5d1a401,ed988d8e,Dragonborn,Far Traveler,2019-08-30T10:35:02Z,Druid 20,Druid,Circle of Dreams,20,Observant|Dragon Hide,143,14,14,15,15,8,20,11,Neutral Good,Nature|Insight|Perception|Survival,Quarterstaff|Scimitar|Spear,Produce Flame*0|Shillelagh*0|Animal Friendship*1|Healing Word*1|Thunderwave*1|Entangle*1|Faerie Fire*1|Fog Cloud*1|Charm Person*1|Longstrider*1|Cure Wounds*1|Moonbeam*2|Spike Growth*2|Gust Of Wind*2|Lesser Restoration*2|Flame Blade*2|Barkskin*2,Wis,,,,NG,,,Dragonborn,Produce Flame*0|Shillelagh*0|Animal Friendship*1|Healing Word*1|Thunderwave*1|Entangle*1|Faerie Fire*1|Fog Cloud*1|Charm Person*1|Longstrider*1|Cure Wounds*1|Moonbeam*2|Spike Growth*2|Gust of Wind*2|Lesser Restoration*2|Flame Blade*2|Barkskin*2,Quarterstaff|Scimitar|Spear,19-20,gifted_goldwasser,Druid,False
57,d495f54,7347707,b41635f3b1ef3f2f0f19d599130516fd,bff5038a,Human,Criminal,2019-08-30T10:30:16Z,Rogue 20,Rogue,Thief,20,Actor|Lucky,143,14,14,19,14,10,10,14,,Sleight of Hand|Stealth|Investigation|Deception|Intimidation|Persuasion,Shortsword|Shortbow|Dagger,,Int,expertise/Intimidation*Deception*Stealth*Sleight of Hand,,,,,,Human,,Shortsword|Shortbow|Dagger,19-20,festive_chandrasekhar,Rogue,False
58,d0fd4c0,0fc4a07,9fed9a047e58a9c0ea6a920442493e3d,37c2253f,Human,Urban Bounty Hunter,2019-08-27T14:22:45Z,Fighter 20,Fighter,Mandalorian,20,Sharpshooter|Medium Armor Master|Tough,280,17,8,20,14,12,12,18,,Stealth|Insight|Perception|Survival|Intimidation,"Longbow|Rapier|Rapier|Crossbow, light",,Int,fighting style/Archery,,,,,,Human,,"Longbow|Rapier|Rapier|Crossbow, Light",19-20,angry_sanderson,Fighter,False
59,1c797fe,12f36bb,85078972336ba925ae9b0df5d8e405c3,205611d6,Human,Criminal,2019-08-25T11:59:04Z,Rogue 20,Rogue,Assassin,20,Alert|Linguist|Lucky,144,15,10,20,14,16,11,20,,Sleight of Hand|Stealth|Insight|Deception|Intimidation|Persuasion,Shortsword|Shortsword|Dagger,,Int,expertise/Intimidation*Insight*Persuasion*Deception,United States,US,,,,Human,,Shortsword|Shortsword|Dagger,19-20,hardcore_elgamal,Rogue,False
60,55bc415,c64ef39,c0d58fc89fc88ef2ff34f55208da70cd,5fdf8b41,Dark Elf,Outlander,2019-08-03T17:09:06Z,Cleric 20,Cleric,Life Domain,20,Magic Initiate|War Caster,123,18,10,12,12,12,20,15,Chaotic Good,Athletics|Religion|Insight|Perception|Survival,"Mace|Longsword|Crossbow, hand",Dancing Lights (CHA)*0|Guidance*0|Sacred Flame*0|Spare The Dying*0|Resistance*0|Fire Bolt*0|Poison Spray *0|Mending*0|+Bless*1|+Cure Wounds*1|Faerie Fire (CHA)*1|Purify Food And Drink*1|Create Or Destroy Water*1|Healing Word*1|Detect Magic*1|Shield Of Faith*1|Find Familiar*1|+Lesser Restoration*2|+Spiritual Weapon*2|Darkness (CHA)*2|Prayer Of Healing*2|Warding Bond*2|Hold Person*2|Silence*2|+Beacon of Hope*3|+Revivify*3|Spirit Guardians*3|Create Food and Water*3|Mass Healing Word*3|Remove Curse*3|Daylight*3|+Death Ward*4|+Guardian of Faith*4|Banishment*4|+Mass Cure Wounds*5|+Raise Dead*5|Greater Restoration*5|Mass Cure Wounds*5|Flame Strike*5|Raise Dead*5|Planar Ally*6|Forbiddance*6|Divine Word*7|Fire Storm*7|Holy Aura*8|Mass Heal*9,Wis,,United States,US,CG,,,Elf,Dancing Lights*0|Guidance*0|Sacred Flame*0|Spare the Dying*0|Resistance*0|Fire Bolt*0|Poison Spray*0|Mending*0|Bless*1|Cure Wounds*1|Faerie Fire*1|Purify Food and Drink*1|Create or Destroy Water*1|Healing Word*1|Detect Magic*1|Shield of Faith*1|Find Familiar*1|Lesser Restoration*2|Spiritual Weapon*2|Darkness*2|Prayer of Healing*2|Warding Bond*2|Hold Person*2|Silence*2|Beacon of Hope*3|Revivify*3|Spirit Guardians*3|Create Food and Water*3|Mass Healing Word*3|Remove Curse*3|Daylight*3|Death Ward*4|Guardian of Faith*4|Banishment*4|Mass Cure Wounds*5|Raise Dead*5|Greater Restoration*5|Mass Cure Wounds*5|Flame Strike*5|Raise Dead*5|Planar Ally*6|Forbiddance*6|Divine Word*7|Fire Storm*7|Holy Aura*8|Mass Heal*9,"Mace|Longsword|Crossbow, hand",19-20,gracious_gagarin,Cleric,False
61,14ed647,e0a982a,0adcf58c0c51a97dc3972c2d096b9d2f,30de4921,Human,Folk Hero,2019-07-14T18:06:03Z,Fighter 20,Fighter,Champion,20,Defensive Duelist,224,15,16,20,20,11,13,10,,History|Animal Handling|Perception|Survival,Longbow|Scimitar|Scimitar|Handaxe,,Int,fighting style/Archery*Two-Weapon Fighting,,,,,,Human,,Longbow|Scimitar|Scimitar|Handaxe,19-20,awesome_brown,Fighter,False
62,b5463cd,59becb5,e3368e31b1288aeda5c024338b2997e1,0af02e09,Human,Sage,2019-06-12T15:55:09Z,Wizard 20,Wizard,School of Divination,20,War Caster,182,11,8,12,20,20,14,10,,Arcana|History|Investigation|Religion|Perception,Quarterstaff,,Int,,,,,,,Human,,Quarterstaff,19-20,boring_goldwasser,Wizard,False
63,ca47b89,f520f3c,0cc7862a43a5cd17afb56a21bd3cec33,6da6be94,Orc,Soldier,2019-06-09T00:21:09Z,Fighter 20,Fighter,Champion,20,Polearm Master|Sentinel,228,19,20,15,20,6,12,10,,Athletics|Insight|Perception|Intimidation,Flame Tongue Glaive,,Int,fighting style/Great Weapon Fighting*Defense,,,,,,Orc,,Glaive,19-20,youthful_stonebraker,Fighter,False
64,08e8a94,992e0a9,2609ac82c4d507e181f1c14bf7f96a1c,a30eee23,Orc,Noble,2019-04-22T15:35:13Z,Paladin 20,Paladin,Oath of Conquest,20,Great Weapon Master|Sentinel,224,20,20,13,20,10,12,14,,Athletics|History|Insight|Intimidation|Persuasion,Javelin|Greatsword,Armor of Agathys*1|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3|Blight*4|Dominate Beast*4|Dominate Person*5|Insect Plague*5,Cha,fighting style/Dueling,,,,,,Orc,Armor of Agathys*1|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3|Blight*4|Dominate Beast*4|Dominate Person*5|Insect Plague*5,Javelin|Greatsword,19-20,frosty_ptolemy,Paladin,False
65,29aed69,01f1304,f1307eacbf19cae54d3fb66d34d4255c,dea8dd7d,Dragonborn,Soldier,2019-04-21T23:08:53Z,Paladin 20,Paladin,Oath of Conquest,20,Tough,224,18,20,8,16,8,8,20,,Athletics|Religion|Intimidation|Persuasion,Battleaxe|Javelin,Armor of Frost*1|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3|Dominate Beast*4|Stoneskin*4|Cloudkill*5|Dominate Person*5,Cha,fighting style/Dueling,,,,,,Dragonborn,*|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3|Dominate Beast*4|Stoneskin*4|Cloudkill*5|Dominate Person*5,Battleaxe|Javelin,19-20,boring_black,Paladin,False
66,f1a8ef7,64c0dcb,f88fbe26ac18b72f3230b38c55e588c7,e9179fbc,Aarakocra,Acolyte,2019-04-11T03:02:54Z,Barbarian 20,Barbarian,Path of the Battlerager,20,Tough|Grappler|Polearm Master|Sentinel,1105,66,103,101,103,99,100,99,,Nature|Religion|Insight|Intimidation,Greataxe|Handaxe|Javelin,,Int,,,,,,,Aarakocra,,Greataxe|Handaxe|Javelin,19-20,sharp_almeida,Barbarian,False
67,f1a8ef7,07e40e1,4a8189ee387b970b719448d779a8b764,823c474b,Minotaur,Cloistered Scholar,2019-04-11T02:06:55Z,Wizard 20,Wizard,School of Evocation,20,War Caster,182,12,14,14,20,20,14,13,,Arcana|History|Investigation|Medicine|Persuasion,Quarterstaff,,Int,,,,,,,Minotaur,,Quarterstaff,19-20,fervent_mendel,Wizard,False
